"DAC","DAR_Total.Submitted","DAR_Approved","DAR_Disapproved","DAR_Revision.Requested","DAR_In.Process","Project_Total.Submitted","Project_Approved","Project_Disapproved","Project_Revision.Requested","Project_In.Process","PI_Total.Submitted","PI_Approved","PI_Disapproved","PI_Revision.Requested","PI_In.Process","Date"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/09/2016"
"NICHD",2,1,1,0,0,1,1,1,0,0,1,1,1,0,0,"02/09/2016"
"NIGMS",2,0,0,2,0,1,0,0,1,0,1,0,0,1,0,"02/09/2016"
"All DACs",67,38,5,6,18,11,9,3,3,2,10,9,3,3,2,"02/09/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/10/2016"
"JAAMH",11,10,1,0,0,6,5,1,0,0,5,4,1,0,0,"02/10/2016"
"NCI DAC",55,52,3,0,0,13,11,2,0,0,13,11,2,0,0,"02/10/2016"
"NEI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/10/2016"
"NHGRI",18,17,1,0,0,7,7,1,0,0,7,7,1,0,0,"02/10/2016"
"NIDDK",5,5,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/10/2016"
"NINDS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/10/2016"
"All DACs",95,90,5,0,0,22,20,4,0,0,21,19,4,0,0,"02/10/2016"
"ES DAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/11/2016"
"JAAMH",17,8,0,0,9,3,2,0,0,1,3,2,0,0,1,"02/11/2016"
"NCI DAC",32,22,2,0,8,10,9,2,0,1,10,9,2,0,1,"02/11/2016"
"NEI",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/11/2016"
"NHGRI",9,7,2,0,0,7,5,2,0,0,7,5,2,0,0,"02/11/2016"
"NHLBI",14,4,5,0,5,6,3,2,0,1,5,3,1,0,1,"02/11/2016"
"NIDDK",7,7,0,0,0,4,4,0,0,0,1,1,0,0,0,"02/11/2016"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/11/2016"
"NINDS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/11/2016"
"All DACs",85,52,9,0,24,27,23,6,0,2,21,17,5,0,2,"02/11/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/12/2016"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/12/2016"
"JAAMH",14,14,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/12/2016"
"NCI DAC",34,27,5,2,0,10,7,4,1,0,10,7,4,1,0,"02/12/2016"
"NHGRI",11,10,1,0,0,6,5,1,0,0,6,5,1,0,0,"02/12/2016"
"NHLBI",2,0,0,2,0,1,0,0,1,0,1,0,0,1,0,"02/12/2016"
"All DACs",63,53,6,4,0,18,13,5,2,0,18,13,5,2,0,"02/12/2016"
"NEI",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/13/2016"
"All DACs",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/13/2016"
"JAAMH",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/14/2016"
"NCI DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/14/2016"
"NHGRI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/14/2016"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/14/2016"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/14/2016"
"All DACs",11,11,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/14/2016"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/15/2016"
"JAAMH",31,28,0,3,0,9,9,0,1,0,9,9,0,1,0,"02/15/2016"
"NCI DAC",25,24,0,1,0,8,8,0,1,0,7,7,0,1,0,"02/15/2016"
"NEI",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/15/2016"
"NHGRI",21,11,10,0,0,8,5,4,0,0,7,5,4,0,0,"02/15/2016"
"NHLBI",10,5,2,3,0,4,4,1,1,0,4,4,1,1,0,"02/15/2016"
"NIAMS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/15/2016"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/15/2016"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/15/2016"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"02/15/2016"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/15/2016"
"All DACs",98,78,12,8,0,21,19,4,4,0,18,17,4,4,0,"02/15/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/16/2016"
"JAAMH",65,56,1,8,0,9,7,1,3,0,9,7,1,3,0,"02/16/2016"
"NCI DAC",56,54,1,0,1,16,15,1,0,1,15,14,1,0,1,"02/16/2016"
"NHGRI",34,26,5,0,3,7,6,1,0,1,7,6,1,0,1,"02/16/2016"
"NHLBI",56,45,2,1,8,10,7,1,1,2,10,7,1,1,2,"02/16/2016"
"NICHD",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"02/16/2016"
"NIDDK",8,0,0,3,5,2,0,0,1,1,1,0,0,1,1,"02/16/2016"
"NIGMS",5,4,0,1,0,3,3,0,1,0,3,3,0,1,0,"02/16/2016"
"NINDS",5,4,0,1,0,2,2,0,1,0,2,2,0,1,0,"02/16/2016"
"All DACs",231,190,9,15,17,33,26,4,6,4,29,23,4,6,4,"02/16/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2016"
"JAAMH",8,8,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2016"
"NCI DAC",16,15,0,1,0,8,8,0,1,0,8,8,0,1,0,"02/17/2016"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2016"
"NHGRI",19,17,2,0,0,6,6,2,0,0,6,6,2,0,0,"02/17/2016"
"NHLBI",5,5,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/17/2016"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2016"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2016"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2016"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"02/17/2016"
"NINDS",4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/17/2016"
"All DACs",58,54,2,2,0,10,10,2,2,0,10,10,2,2,0,"02/17/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/18/2016"
"JAAMH",12,9,0,1,2,5,3,0,1,2,5,3,0,1,2,"02/18/2016"
"NCI DAC",23,17,4,1,1,13,10,4,1,1,13,10,4,1,1,"02/18/2016"
"NHGRI",11,10,1,0,0,6,6,1,0,0,6,6,1,0,0,"02/18/2016"
"NHLBI",7,2,0,0,5,2,1,0,0,1,2,1,0,0,1,"02/18/2016"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/18/2016"
"NIDDK",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/18/2016"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/18/2016"
"All DACs",58,43,5,2,8,23,20,4,2,2,22,19,4,2,2,"02/18/2016"
"CDAC",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"02/19/2016"
"JAAMH",73,56,0,0,17,5,3,0,0,2,5,3,0,0,2,"02/19/2016"
"NCI DAC",34,31,2,1,0,9,8,2,1,0,9,8,2,1,0,"02/19/2016"
"NEI",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/19/2016"
"NHGRI",30,28,1,0,1,4,3,1,0,1,4,3,1,0,1,"02/19/2016"
"NHLBI",17,12,4,0,1,3,2,1,0,1,3,2,1,0,1,"02/19/2016"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/19/2016"
"NIAMS",7,4,0,0,3,2,1,0,0,1,2,1,0,0,1,"02/19/2016"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/19/2016"
"NIDCR",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/19/2016"
"NIDDK",10,8,0,0,2,2,1,0,0,1,2,1,0,0,1,"02/19/2016"
"NIGMS",4,0,1,2,1,2,0,1,1,1,2,0,1,1,1,"02/19/2016"
"NINDS",18,12,0,0,6,4,3,0,0,1,4,3,0,0,1,"02/19/2016"
"All DACs",204,160,8,3,33,14,12,3,2,2,14,12,3,2,2,"02/19/2016"
"NHGRI",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"02/20/2016"
"All DACs",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"02/20/2016"
"NCI DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/21/2016"
"All DACs",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/21/2016"
"CDAC",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/22/2016"
"JAAMH",36,33,0,2,1,7,5,0,2,1,7,5,0,2,1,"02/22/2016"
"NCI DAC",19,15,3,1,0,9,6,3,1,0,9,6,3,1,0,"02/22/2016"
"NHGRI",15,13,1,0,1,10,8,1,0,1,10,8,1,0,1,"02/22/2016"
"NHLBI",26,6,2,16,2,8,4,2,1,2,8,4,2,1,2,"02/22/2016"
"NIAMS",8,5,3,0,0,4,3,1,0,0,4,3,1,0,0,"02/22/2016"
"NIDDK",8,1,0,7,0,4,1,0,3,0,4,1,0,3,0,"02/22/2016"
"NIGMS",2,1,0,1,0,2,1,0,1,0,2,1,0,1,0,"02/22/2016"
"NINDS",8,7,1,0,0,3,2,1,0,0,3,2,1,0,0,"02/22/2016"
"All DACs",125,84,10,27,4,30,20,8,5,3,30,20,8,5,3,"02/22/2016"
"JAAMH",14,2,12,0,0,4,2,2,0,0,4,2,2,0,0,"02/23/2016"
"NCI DAC",31,28,2,1,0,7,5,2,1,0,7,5,2,1,0,"02/23/2016"
"NHGRI",28,27,1,0,0,8,8,1,0,0,8,8,1,0,0,"02/23/2016"
"NHLBI",3,2,0,1,0,2,1,0,1,0,2,1,0,1,0,"02/23/2016"
"All DACs",76,59,15,2,0,16,11,5,2,0,16,11,5,2,0,"02/23/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/24/2016"
"JAAMH",47,36,9,0,2,12,8,2,0,2,11,7,2,0,2,"02/24/2016"
"NCI DAC",78,74,1,3,0,11,10,1,2,0,10,10,1,2,0,"02/24/2016"
"NEI",4,4,0,0,0,2,2,0,0,0,1,1,0,0,0,"02/24/2016"
"NHGRI",45,43,2,0,0,7,5,2,0,0,7,5,2,0,0,"02/24/2016"
"NHLBI",9,6,0,2,1,4,2,0,1,1,4,2,0,1,1,"02/24/2016"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/24/2016"
"NIDDK",5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/24/2016"
"NIGMS",5,3,0,2,0,2,2,0,1,0,2,2,0,1,0,"02/24/2016"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/24/2016"
"All DACs",196,174,12,7,3,27,20,5,4,2,23,17,5,4,2,"02/24/2016"
"CDAC",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/25/2016"
"JAAMH",49,17,25,2,5,9,4,4,1,1,9,4,4,1,1,"02/25/2016"
"NCI DAC",12,6,5,0,1,8,5,3,0,1,8,5,3,0,1,"02/25/2016"
"NEI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/25/2016"
"NHGRI",17,17,0,0,0,8,8,0,0,0,8,8,0,0,0,"02/25/2016"
"NHLBI",47,45,2,0,0,4,4,1,0,0,4,4,1,0,0,"02/25/2016"
"NIAID",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/25/2016"
"NIAMS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"02/25/2016"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/25/2016"
"NIDDK",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/25/2016"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/25/2016"
"NINDS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/25/2016"
"All DACs",138,96,32,2,8,24,18,8,1,1,23,17,8,1,1,"02/25/2016"
"JAAMH",11,5,6,0,0,4,3,1,0,0,4,3,1,0,0,"02/26/2016"
"NCI DAC",50,39,11,0,0,10,6,5,0,0,10,6,5,0,0,"02/26/2016"
"NHGRI",26,19,7,0,0,4,4,1,0,0,4,4,1,0,0,"02/26/2016"
"NHLBI",4,0,0,2,2,2,0,0,1,1,2,0,0,1,1,"02/26/2016"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/26/2016"
"NIAMS",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/26/2016"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/26/2016"
"All DACs",96,68,24,2,2,16,9,6,1,1,15,8,6,1,1,"02/26/2016"
"JAAMH",19,19,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2016"
"NCI DAC",31,31,0,0,0,3,3,0,0,0,3,3,0,0,0,"02/27/2016"
"NEI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2016"
"NHGRI",48,48,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/27/2016"
"NHLBI",34,34,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2016"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2016"
"NIDDK",14,14,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2016"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/27/2016"
"NINDS",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/27/2016"
"All DACs",154,154,0,0,0,4,4,0,0,0,4,4,0,0,0,"02/27/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/28/2016"
"JAAMH",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/28/2016"
"NCI DAC",5,2,3,0,0,2,1,1,0,0,2,1,1,0,0,"02/28/2016"
"All DACs",8,5,3,0,0,3,2,1,0,0,3,2,1,0,0,"02/28/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/29/2016"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/29/2016"
"JAAMH",47,46,0,1,0,14,13,0,1,0,12,11,0,1,0,"02/29/2016"
"NCI DAC",52,45,6,1,0,8,7,3,1,0,8,7,3,1,0,"02/29/2016"
"NEI",7,5,2,0,0,2,2,1,0,0,2,2,1,0,0,"02/29/2016"
"NHGRI",49,45,4,0,0,11,9,3,0,0,11,9,3,0,0,"02/29/2016"
"NHLBI",22,20,0,2,0,6,5,0,1,0,6,5,0,1,0,"02/29/2016"
"NIAMS",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"02/29/2016"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"02/29/2016"
"NINDS",8,4,4,0,0,3,2,2,0,0,3,2,2,0,0,"02/29/2016"
"All DACs",192,172,16,4,0,32,29,7,3,0,28,25,7,3,0,"02/29/2016"
"CDAC",4,0,0,1,3,4,0,0,1,3,4,0,0,1,3,"03/01/2016"
"ES DAC",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/01/2016"
"JAAMH",110,30,17,6,57,15,9,3,3,3,15,9,3,3,3,"03/01/2016"
"NCI DAC",111,51,4,7,49,25,21,4,2,1,25,21,4,2,1,"03/01/2016"
"NEI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/01/2016"
"NHGRI",31,27,2,0,2,16,12,2,0,2,15,12,2,0,2,"03/01/2016"
"NHLBI",42,14,2,9,17,12,5,2,3,3,12,5,2,3,3,"03/01/2016"
"NIAMS",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/01/2016"
"NICHD",3,1,0,2,0,3,1,0,2,0,3,1,0,2,0,"03/01/2016"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/01/2016"
"NIDDK",10,9,0,1,0,4,3,0,1,0,4,3,0,1,0,"03/01/2016"
"NIGMS",2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,"03/01/2016"
"NINDS",21,17,0,4,0,6,6,0,2,0,6,6,0,2,0,"03/01/2016"
"All DACs",341,155,25,32,129,51,41,11,9,6,49,40,11,9,6,"03/01/2016"
"JAAMH",14,3,10,0,1,3,1,2,0,1,3,1,2,0,1,"03/02/2016"
"NCI DAC",18,16,2,0,0,10,9,1,0,0,10,9,1,0,0,"03/02/2016"
"NHGRI",20,18,1,0,1,12,10,1,0,1,9,7,1,0,1,"03/02/2016"
"NHLBI",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/02/2016"
"NIAMS",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/02/2016"
"NICHD",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/02/2016"
"NIDDK",6,6,0,0,0,4,4,0,0,0,1,1,0,0,0,"03/02/2016"
"NINDS",9,9,0,0,0,3,3,0,0,0,2,2,0,0,0,"03/02/2016"
"All DACs",75,60,13,0,2,27,24,4,0,2,14,11,4,0,2,"03/02/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/03/2016"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/03/2016"
"JAAMH",7,7,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/03/2016"
"NCI DAC",83,49,11,9,14,17,11,6,2,2,16,10,6,2,2,"03/03/2016"
"NEI",5,5,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/03/2016"
"NHGRI",19,13,1,0,5,11,9,1,0,1,11,9,1,0,1,"03/03/2016"
"NHLBI",4,0,0,0,4,3,0,0,0,3,3,0,0,0,3,"03/03/2016"
"NIAMS",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/03/2016"
"NINDS",1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,"03/03/2016"
"All DACs",124,79,12,9,24,30,22,7,2,4,28,21,7,2,4,"03/03/2016"
"CDAC",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"03/04/2016"
"JAAMH",18,15,0,2,1,7,6,0,1,1,7,6,0,1,1,"03/04/2016"
"NCI DAC",92,80,8,4,0,12,10,5,1,0,11,9,4,1,0,"03/04/2016"
"NHGRI",91,87,4,0,0,10,10,2,0,0,10,10,2,0,0,"03/04/2016"
"NHLBI",15,15,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/04/2016"
"NIAID",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/04/2016"
"NIAMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/04/2016"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/04/2016"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/04/2016"
"NIDDK",7,7,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/04/2016"
"NIGMS",5,2,0,3,0,2,2,0,2,0,2,2,0,2,0,"03/04/2016"
"NINDS",5,5,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/04/2016"
"All DACs",239,216,12,10,1,19,16,5,4,1,17,14,4,4,1,"03/04/2016"
"JAAMH",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/05/2016"
"NCI DAC",1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,"03/05/2016"
"All DACs",2,1,1,0,0,2,1,1,0,0,2,1,1,0,0,"03/05/2016"
"JAAMH",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/06/2016"
"NCI DAC",5,4,1,0,0,5,4,1,0,0,5,4,1,0,0,"03/06/2016"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/06/2016"
"NIGMS",1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,"03/06/2016"
"All DACs",8,6,1,1,0,8,6,1,1,0,7,6,1,1,0,"03/06/2016"
"JAAMH",31,21,6,3,1,6,4,1,1,1,6,4,1,1,1,"03/07/2016"
"NCI DAC",15,12,2,0,1,12,11,1,0,1,12,11,1,0,1,"03/07/2016"
"NEI",4,4,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/07/2016"
"NHGRI",10,10,0,0,0,8,8,0,0,0,8,8,0,0,0,"03/07/2016"
"NHLBI",17,5,0,0,12,5,3,0,0,2,5,3,0,0,2,"03/07/2016"
"NIAID",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/07/2016"
"NIAMS",2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/07/2016"
"NICHD",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/07/2016"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/07/2016"
"NINDS",11,11,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/07/2016"
"All DACs",95,70,8,3,14,25,22,2,1,4,25,22,2,1,4,"03/07/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/08/2016"
"JAAMH",15,9,6,0,0,5,4,1,0,0,5,4,1,0,0,"03/08/2016"
"NCI DAC",37,24,3,10,0,17,16,3,1,0,17,16,3,1,0,"03/08/2016"
"NEI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/08/2016"
"NHGRI",19,16,3,0,0,12,9,3,0,0,12,9,3,0,0,"03/08/2016"
"NHLBI",26,7,15,2,2,14,3,10,1,1,5,3,1,1,1,"03/08/2016"
"NINDS",9,9,0,0,0,5,5,0,0,0,5,5,0,0,0,"03/08/2016"
"All DACs",109,68,27,12,2,44,29,16,2,1,33,28,7,2,1,"03/08/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/09/2016"
"JAAMH",19,10,0,7,2,7,3,0,3,1,6,3,0,2,1,"03/09/2016"
"NCI DAC",43,31,3,9,0,12,12,2,1,0,10,10,2,1,0,"03/09/2016"
"NHGRI",14,14,0,0,0,8,8,0,0,0,8,8,0,0,0,"03/09/2016"
"NHLBI",20,0,0,15,5,2,0,0,2,1,2,0,0,2,1,"03/09/2016"
"NIAID",3,3,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/09/2016"
"NIAMS",6,6,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/09/2016"
"NIDDK",6,6,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/09/2016"
"All DACs",112,71,3,31,7,23,18,2,6,1,19,16,2,5,1,"03/09/2016"
"JAAMH",28,9,0,19,0,5,3,0,3,0,5,3,0,3,0,"03/10/2016"
"NCI DAC",13,12,0,0,1,9,8,0,0,1,8,7,0,0,1,"03/10/2016"
"NEI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/10/2016"
"NHGRI",9,9,0,0,0,6,6,0,0,0,6,6,0,0,0,"03/10/2016"
"NHLBI",6,6,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/10/2016"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/10/2016"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/10/2016"
"NIGMS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/10/2016"
"All DACs",62,42,0,19,1,20,19,0,3,1,19,18,0,3,1,"03/10/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/11/2016"
"ES DAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/11/2016"
"JAAMH",57,38,5,10,4,5,4,1,1,1,5,4,1,1,1,"03/11/2016"
"NCI DAC",34,31,2,1,0,10,9,2,1,0,10,9,2,1,0,"03/11/2016"
"NHGRI",21,21,0,0,0,8,8,0,0,0,8,8,0,0,0,"03/11/2016"
"NHLBI",13,11,0,0,2,5,4,0,0,1,5,4,0,0,1,"03/11/2016"
"NINDS",15,15,0,0,0,4,4,0,0,0,4,4,0,0,0,"03/11/2016"
"All DACs",142,118,7,11,6,17,15,3,1,1,17,15,3,1,1,"03/11/2016"
"All DACs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"03/12/2016"
"NHGRI",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/13/2016"
"NHLBI",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"03/13/2016"
"All DACs",3,1,0,0,2,2,1,0,0,1,2,1,0,0,1,"03/13/2016"
"JAAMH",46,32,12,1,1,9,7,2,1,1,8,6,2,1,1,"03/14/2016"
"NCI DAC",47,37,3,1,6,18,17,1,1,2,18,17,1,1,2,"03/14/2016"
"NEI",3,3,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/14/2016"
"NHGRI",29,27,2,0,0,11,10,1,0,0,11,10,1,0,0,"03/14/2016"
"NHLBI",23,14,1,3,5,10,8,1,1,1,10,8,1,1,1,"03/14/2016"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/14/2016"
"NIDCR",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/14/2016"
"NIDDK",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/14/2016"
"NIGMS",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"03/14/2016"
"NINDS",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/14/2016"
"All DACs",160,123,18,5,14,34,30,5,3,4,31,28,5,3,4,"03/14/2016"
"CDAC",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/15/2016"
"JAAMH",14,13,0,0,1,8,7,0,0,1,8,7,0,0,1,"03/15/2016"
"NCI DAC",28,23,1,3,1,14,11,1,2,1,14,11,1,2,1,"03/15/2016"
"NHGRI",19,19,0,0,0,7,7,0,0,0,7,7,0,0,0,"03/15/2016"
"NHLBI",5,4,0,0,1,3,2,0,0,1,3,2,0,0,1,"03/15/2016"
"NIAID",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/15/2016"
"NIAMS",2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,"03/15/2016"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/15/2016"
"NIDDK",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/15/2016"
"NINDS",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/15/2016"
"All DACs",73,64,1,3,5,26,24,1,2,1,26,24,1,2,1,"03/15/2016"
"JAAMH",8,6,2,0,0,1,1,1,0,0,1,1,1,0,0,"03/16/2016"
"NCI DAC",12,10,2,0,0,7,6,2,0,0,7,6,2,0,0,"03/16/2016"
"NEI",2,2,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/16/2016"
"NHGRI",15,14,1,0,0,4,3,1,0,0,4,3,1,0,0,"03/16/2016"
"NHLBI",12,12,0,0,0,2,2,0,0,0,2,2,0,0,0,"03/16/2016"
"NICHD",1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/16/2016"
"NIDDK",14,14,0,0,0,1,1,0,0,0,1,1,0,0,0,"03/16/2016"
"NIGMS",4,4,0,0,0,3,3,0,0,0,3,3,0,0,0,"03/16/2016"
